Date,Description,Amount,Type,Predicted_Label
2025-06-27,SIP to SBI Magnum,44201,DEBIT,SAVINGS
2025-06-17,Mutual Fund Investment - ICICI Prudential,20567,DEBIT,SAVINGS
2025-06-14,Transfer to Fixed Deposit,35153,DEBIT,SAVINGS
2025-06-16,Dividend from Mutual Fund,11671,CREDIT,INCOME
2025-06-22,Transfer to PPF Account,12888,DEBIT,SAVINGS
2025-06-15,Subscription Renewal - Netflix,18452,DEBIT,EXPENSE
2025-06-16,Maturity Proceeds from RD,41801,DEBIT,SAVINGS
2025-06-02,Dining Out at Cafe Coffee Day,4336,DEBIT,EXPENSE
2025-06-03,Auto Sweep to FD,31928,DEBIT,SAVINGS
2025-06-16,Refund from Amazon,89341,CREDIT,INCOME
2025-06-17,Award for best employee,50134,CREDIT,INCOME
